,title,date_published,duration,avg_vote,votes,reviews_from_users,metascore,year,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sport,Thriller,War,Western
349,Wendy ,17 April 2020 ,111,5.7,2060.0,61,54.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,What the Constitution Means to Me ,16 October 2020 ,100,7.1,427.0,15,87.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,Wife of a SpyÂ ,16 October 2020 ,115,5.8,211.0,0,78.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,Wild Mountain Thyme ,11 December 2020 ,102,5.4,1368.0,57,45.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,Wolfwalkers ,13 November 2020 ,103,8.1,8037.0,88,87.0,2020.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Wonder Woman 1984 ,25 December 2020 ,151,5.5,119054.0,5271,60.0,2020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Words on Bathroom Walls ,21 August 2020 ,110,7.0,2106.0,41,61.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,Work It ,7 August 2020 ,93,6.1,8911.0,117,58.0,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Worth ,24 January 2020 ,118,7.5,70.0,1,68.0,2020.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358,You Should Have Left ,18 June 2020 ,93,5.4,13875.0,323,46.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
359,Zola ,30 June 2021 ,90,5.4,188.0,15,72.0,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
